name,room,airsource,name-AirSourceSA-T,name-DA-T,name-DMPR-POS,name-FAN,name-FAN-STAT,name-FLOW,name-FLOW-STPT,name-HWV-SIG,name-OCC-STAT,name-RunHours,name-ZN-STPT-CL-EFF,name-ZN-STPT-CL-OCC,name-ZN-STPT-CL-UNOC,name-ZN-STPT-HT-EFF,name-ZN-STPT-HT-OCC,name-ZN-STPT-HT-UNOC,name-ZN-T,name-ZN-CO2,unit
VAV-1-01,LAB,AHU-1W,VAV-1-01_AirSourceSA-T,VAV-1-01_DA-T,VAV-1-01_DMPR-POS,VAV-1-01_FAN,VAV-1-01_FAN-STAT,VAV-1-01_FLOW,VAV-1-01_FLOW-STPT,VAV-1-01_HWV-SIG,VAV-1-01_OCC-STAT,VAV-1-01_RunHours,VAV-1-01_ZN-STPT-CL-EFF,VAV-1-01_ZN-STPT-CL-OCC,VAV-1-01_ZN-STPT-CL-UNOC,VAV-1-01_ZN-STPT-HT-EFF,VAV-1-01_ZN-STPT-HT-OCC,VAV-1-01_ZN-STPT-HT-UNOC,VAV-1-01_ZN-T,VAV-1-01_ZN-CO2,
VAV-1-02,LAB,AHU-2W,VAV-1-02_AirSourceSA-T,VAV-1-02_DA-T,VAV-1-02_DMPR-POS,VAV-1-02_FAN,VAV-1-02_FAN-STAT,VAV-1-02_FLOW,VAV-1-02_FLOW-STPT,VAV-1-02_HWV-SIG,VAV-1-02_OCC-STAT,VAV-1-02_RunHours,VAV-1-02_ZN-STPT-CL-EFF,VAV-1-02_ZN-STPT-CL-OCC,VAV-1-02_ZN-STPT-CL-UNOC,VAV-1-02_ZN-STPT-HT-EFF,VAV-1-02_ZN-STPT-HT-OCC,VAV-1-02_ZN-STPT-HT-UNOC,VAV-1-02_ZN-T,VAV-1-02_ZN-CO2,
VAV-1-03,LAB,AHU-1W,VAV-1-03_AirSourceSA-T,VAV-1-03_DA-T,VAV-1-03_DMPR-POS,VAV-1-03_FAN,VAV-1-03_FAN-STAT,VAV-1-03_FLOW,VAV-1-03_FLOW-STPT,VAV-1-03_HWV-SIG,VAV-1-03_OCC-STAT,VAV-1-03_RunHours,VAV-1-03_ZN-STPT-CL-EFF,VAV-1-03_ZN-STPT-CL-OCC,VAV-1-03_ZN-STPT-CL-UNOC,VAV-1-03_ZN-STPT-HT-EFF,VAV-1-03_ZN-STPT-HT-OCC,VAV-1-03_ZN-STPT-HT-UNOC,VAV-1-03_ZN-T,VAV-1-03_ZN-CO2,
VAV-1-04,LAB,AHU-2W,VAV-1-04_AirSourceSA-T,VAV-1-04_DA-T,VAV-1-04_DMPR-POS,VAV-1-04_FAN,VAV-1-04_FAN-STAT,VAV-1-04_FLOW,VAV-1-04_FLOW-STPT,VAV-1-04_HWV-SIG,VAV-1-04_OCC-STAT,VAV-1-04_RunHours,VAV-1-04_ZN-STPT-CL-EFF,VAV-1-04_ZN-STPT-CL-OCC,VAV-1-04_ZN-STPT-CL-UNOC,VAV-1-04_ZN-STPT-HT-EFF,VAV-1-04_ZN-STPT-HT-OCC,VAV-1-04_ZN-STPT-HT-UNOC,VAV-1-04_ZN-T,VAV-1-04_ZN-CO2,
VAV-1-05,LAB,AHU-1W,VAV-1-05_AirSourceSA-T,VAV-1-05_DA-T,VAV-1-05_DMPR-POS,VAV-1-05_FAN,VAV-1-05_FAN-STAT,VAV-1-05_FLOW,VAV-1-05_FLOW-STPT,VAV-1-05_HWV-SIG,VAV-1-05_OCC-STAT,VAV-1-05_RunHours,VAV-1-05_ZN-STPT-CL-EFF,VAV-1-05_ZN-STPT-CL-OCC,VAV-1-05_ZN-STPT-CL-UNOC,VAV-1-05_ZN-STPT-HT-EFF,VAV-1-05_ZN-STPT-HT-OCC,VAV-1-05_ZN-STPT-HT-UNOC,VAV-1-05_ZN-T,VAV-1-05_ZN-CO2,
VAV-1-06,LAB,AHU-1E,VAV-1-06_AirSourceSA-T,VAV-1-06_DA-T,VAV-1-06_DMPR-POS,VAV-1-06_FAN,VAV-1-06_FAN-STAT,VAV-1-06_FLOW,VAV-1-06_FLOW-STPT,VAV-1-06_HWV-SIG,VAV-1-06_OCC-STAT,VAV-1-06_RunHours,VAV-1-06_ZN-STPT-CL-EFF,VAV-1-06_ZN-STPT-CL-OCC,VAV-1-06_ZN-STPT-CL-UNOC,VAV-1-06_ZN-STPT-HT-EFF,VAV-1-06_ZN-STPT-HT-OCC,VAV-1-06_ZN-STPT-HT-UNOC,VAV-1-06_ZN-T,VAV-1-06_ZN-CO2,
VAV-1-07,LAB,AHU-1E,VAV-1-07_AirSourceSA-T,VAV-1-07_DA-T,VAV-1-07_DMPR-POS,VAV-1-07_FAN,VAV-1-07_FAN-STAT,VAV-1-07_FLOW,VAV-1-07_FLOW-STPT,VAV-1-07_HWV-SIG,VAV-1-07_OCC-STAT,VAV-1-07_RunHours,VAV-1-07_ZN-STPT-CL-EFF,VAV-1-07_ZN-STPT-CL-OCC,VAV-1-07_ZN-STPT-CL-UNOC,VAV-1-07_ZN-STPT-HT-EFF,VAV-1-07_ZN-STPT-HT-OCC,VAV-1-07_ZN-STPT-HT-UNOC,VAV-1-07_ZN-T,VAV-1-07_ZN-CO2,
VAV-1-08,LAB,AHU-1E,VAV-1-08_AirSourceSA-T,VAV-1-08_DA-T,VAV-1-08_DMPR-POS,VAV-1-08_FAN,VAV-1-08_FAN-STAT,VAV-1-08_FLOW,VAV-1-08_FLOW-STPT,VAV-1-08_HWV-SIG,VAV-1-08_OCC-STAT,VAV-1-08_RunHours,VAV-1-08_ZN-STPT-CL-EFF,VAV-1-08_ZN-STPT-CL-OCC,VAV-1-08_ZN-STPT-CL-UNOC,VAV-1-08_ZN-STPT-HT-EFF,VAV-1-08_ZN-STPT-HT-OCC,VAV-1-08_ZN-STPT-HT-UNOC,VAV-1-08_ZN-T,VAV-1-08_ZN-CO2,
VAV-1-09,LAB,AHU-1E,VAV-1-09_AirSourceSA-T,VAV-1-09_DA-T,VAV-1-09_DMPR-POS,VAV-1-09_FAN,VAV-1-09_FAN-STAT,VAV-1-09_FLOW,VAV-1-09_FLOW-STPT,VAV-1-09_HWV-SIG,VAV-1-09_OCC-STAT,VAV-1-09_RunHours,VAV-1-09_ZN-STPT-CL-EFF,VAV-1-09_ZN-STPT-CL-OCC,VAV-1-09_ZN-STPT-CL-UNOC,VAV-1-09_ZN-STPT-HT-EFF,VAV-1-09_ZN-STPT-HT-OCC,VAV-1-09_ZN-STPT-HT-UNOC,VAV-1-09_ZN-T,VAV-1-09_ZN-CO2,
VAV-2-01,ADMIN OFFICE,AHU-2W,VAV-2-01_AirSourceSA-T,VAV-2-01_DA-T,VAV-2-01_DMPR-POS,VAV-2-01_FAN,VAV-2-01_FAN-STAT,VAV-2-01_FLOW,VAV-2-01_FLOW-STPT,VAV-2-01_HWV-SIG,VAV-2-01_OCC-STAT,VAV-2-01_RunHours,VAV-2-01_ZN-STPT-CL-EFF,VAV-2-01_ZN-STPT-CL-OCC,VAV-2-01_ZN-STPT-CL-UNOC,VAV-2-01_ZN-STPT-HT-EFF,VAV-2-01_ZN-STPT-HT-OCC,VAV-2-01_ZN-STPT-HT-UNOC,VAV-2-01_ZN-T,VAV-2-01_ZN-CO2,
VAV-2-02,ADMIN OFFICE,AHU-2W,VAV-2-02_AirSourceSA-T,VAV-2-02_DA-T,VAV-2-02_DMPR-POS,VAV-2-02_FAN,VAV-2-02_FAN-STAT,VAV-2-02_FLOW,VAV-2-02_FLOW-STPT,VAV-2-02_HWV-SIG,VAV-2-02_OCC-STAT,VAV-2-02_RunHours,VAV-2-02_ZN-STPT-CL-EFF,VAV-2-02_ZN-STPT-CL-OCC,VAV-2-02_ZN-STPT-CL-UNOC,VAV-2-02_ZN-STPT-HT-EFF,VAV-2-02_ZN-STPT-HT-OCC,VAV-2-02_ZN-STPT-HT-UNOC,VAV-2-02_ZN-T,VAV-2-02_ZN-CO2,
VAV-2-03,ADMIN OFFICE,AHU-2W,VAV-2-03_AirSourceSA-T,VAV-2-03_DA-T,VAV-2-03_DMPR-POS,VAV-2-03_FAN,VAV-2-03_FAN-STAT,VAV-2-03_FLOW,VAV-2-03_FLOW-STPT,VAV-2-03_HWV-SIG,VAV-2-03_OCC-STAT,VAV-2-03_RunHours,VAV-2-03_ZN-STPT-CL-EFF,VAV-2-03_ZN-STPT-CL-OCC,VAV-2-03_ZN-STPT-CL-UNOC,VAV-2-03_ZN-STPT-HT-EFF,VAV-2-03_ZN-STPT-HT-OCC,VAV-2-03_ZN-STPT-HT-UNOC,VAV-2-03_ZN-T,VAV-2-03_ZN-CO2,
VAV-2-04,ADMIN OFFICE,AHU-2W,VAV-2-04_AirSourceSA-T,VAV-2-04_DA-T,VAV-2-04_DMPR-POS,VAV-2-04_FAN,VAV-2-04_FAN-STAT,VAV-2-04_FLOW,VAV-2-04_FLOW-STPT,VAV-2-04_HWV-SIG,VAV-2-04_OCC-STAT,VAV-2-04_RunHours,VAV-2-04_ZN-STPT-CL-EFF,VAV-2-04_ZN-STPT-CL-OCC,VAV-2-04_ZN-STPT-CL-UNOC,VAV-2-04_ZN-STPT-HT-EFF,VAV-2-04_ZN-STPT-HT-OCC,VAV-2-04_ZN-STPT-HT-UNOC,VAV-2-04_ZN-T,VAV-2-04_ZN-CO2,
VAV-2-05,FINANCE,AHU-2W,VAV-2-05_AirSourceSA-T,VAV-2-05_DA-T,VAV-2-05_DMPR-POS,VAV-2-05_FAN,VAV-2-05_FAN-STAT,VAV-2-05_FLOW,VAV-2-05_FLOW-STPT,VAV-2-05_HWV-SIG,VAV-2-05_OCC-STAT,VAV-2-05_RunHours,VAV-2-05_ZN-STPT-CL-EFF,VAV-2-05_ZN-STPT-CL-OCC,VAV-2-05_ZN-STPT-CL-UNOC,VAV-2-05_ZN-STPT-HT-EFF,VAV-2-05_ZN-STPT-HT-OCC,VAV-2-05_ZN-STPT-HT-UNOC,VAV-2-05_ZN-T,VAV-2-05_ZN-CO2,
VAV-2-06,FINANCE,AHU-2W,VAV-2-06_AirSourceSA-T,VAV-2-06_DA-T,VAV-2-06_DMPR-POS,VAV-2-06_FAN,VAV-2-06_FAN-STAT,VAV-2-06_FLOW,VAV-2-06_FLOW-STPT,VAV-2-06_HWV-SIG,VAV-2-06_OCC-STAT,VAV-2-06_RunHours,VAV-2-06_ZN-STPT-CL-EFF,VAV-2-06_ZN-STPT-CL-OCC,VAV-2-06_ZN-STPT-CL-UNOC,VAV-2-06_ZN-STPT-HT-EFF,VAV-2-06_ZN-STPT-HT-OCC,VAV-2-06_ZN-STPT-HT-UNOC,VAV-2-06_ZN-T,VAV-2-06_ZN-CO2,
VAV-2-07,FINANCE,AHU-2W,VAV-2-07_AirSourceSA-T,VAV-2-07_DA-T,VAV-2-07_DMPR-POS,VAV-2-07_FAN,VAV-2-07_FAN-STAT,VAV-2-07_FLOW,VAV-2-07_FLOW-STPT,VAV-2-07_HWV-SIG,VAV-2-07_OCC-STAT,VAV-2-07_RunHours,VAV-2-07_ZN-STPT-CL-EFF,VAV-2-07_ZN-STPT-CL-OCC,VAV-2-07_ZN-STPT-CL-UNOC,VAV-2-07_ZN-STPT-HT-EFF,VAV-2-07_ZN-STPT-HT-OCC,VAV-2-07_ZN-STPT-HT-UNOC,VAV-2-07_ZN-T,VAV-2-07_ZN-CO2,
VAV-2-08,LOUNGE,AHU-2W,VAV-2-08_AirSourceSA-T,VAV-2-08_DA-T,VAV-2-08_DMPR-POS,VAV-2-08_FAN,VAV-2-08_FAN-STAT,VAV-2-08_FLOW,VAV-2-08_FLOW-STPT,VAV-2-08_HWV-SIG,VAV-2-08_OCC-STAT,VAV-2-08_RunHours,VAV-2-08_ZN-STPT-CL-EFF,VAV-2-08_ZN-STPT-CL-OCC,VAV-2-08_ZN-STPT-CL-UNOC,VAV-2-08_ZN-STPT-HT-EFF,VAV-2-08_ZN-STPT-HT-OCC,VAV-2-08_ZN-STPT-HT-UNOC,VAV-2-08_ZN-T,VAV-2-08_ZN-CO2,
VAV-2-09,LOUNGE,AHU-2W,VAV-2-09_AirSourceSA-T,VAV-2-09_DA-T,VAV-2-09_DMPR-POS,VAV-2-09_FAN,VAV-2-09_FAN-STAT,VAV-2-09_FLOW,VAV-2-09_FLOW-STPT,VAV-2-09_HWV-SIG,VAV-2-09_OCC-STAT,VAV-2-09_RunHours,VAV-2-09_ZN-STPT-CL-EFF,VAV-2-09_ZN-STPT-CL-OCC,VAV-2-09_ZN-STPT-CL-UNOC,VAV-2-09_ZN-STPT-HT-EFF,VAV-2-09_ZN-STPT-HT-OCC,VAV-2-09_ZN-STPT-HT-UNOC,VAV-2-09_ZN-T,VAV-2-09_ZN-CO2,
VAV-2-10,SECURITY,AHU-2W,VAV-2-10_AirSourceSA-T,VAV-2-10_DA-T,VAV-2-10_DMPR-POS,VAV-2-10_FAN,VAV-2-10_FAN-STAT,VAV-2-10_FLOW,VAV-2-10_FLOW-STPT,VAV-2-10_HWV-SIG,VAV-2-10_OCC-STAT,VAV-2-10_RunHours,VAV-2-10_ZN-STPT-CL-EFF,VAV-2-10_ZN-STPT-CL-OCC,VAV-2-10_ZN-STPT-CL-UNOC,VAV-2-10_ZN-STPT-HT-EFF,VAV-2-10_ZN-STPT-HT-OCC,VAV-2-10_ZN-STPT-HT-UNOC,VAV-2-10_ZN-T,VAV-2-10_ZN-CO2,
VAV-3-01,SERVER ROOM,AHU-3W,VAV-3-01_AirSourceSA-T,VAV-3-01_DA-T,VAV-3-01_DMPR-POS,VAV-3-01_FAN,VAV-3-01_FAN-STAT,VAV-3-01_FLOW,VAV-3-01_FLOW-STPT,VAV-3-01_HWV-SIG,VAV-3-01_OCC-STAT,VAV-3-01_RunHours,VAV-3-01_ZN-STPT-CL-EFF,VAV-3-01_ZN-STPT-CL-OCC,VAV-3-01_ZN-STPT-CL-UNOC,VAV-3-01_ZN-STPT-HT-EFF,VAV-3-01_ZN-STPT-HT-OCC,VAV-3-01_ZN-STPT-HT-UNOC,VAV-3-01_ZN-T,VAV-3-01_ZN-CO2,
VAV-3-02,SERVER ROOM,AHU-3W,VAV-3-02_AirSourceSA-T,VAV-3-02_DA-T,VAV-3-02_DMPR-POS,VAV-3-02_FAN,VAV-3-02_FAN-STAT,VAV-3-02_FLOW,VAV-3-02_FLOW-STPT,VAV-3-02_HWV-SIG,VAV-3-02_OCC-STAT,VAV-3-02_RunHours,VAV-3-02_ZN-STPT-CL-EFF,VAV-3-02_ZN-STPT-CL-OCC,VAV-3-02_ZN-STPT-CL-UNOC,VAV-3-02_ZN-STPT-HT-EFF,VAV-3-02_ZN-STPT-HT-OCC,VAV-3-02_ZN-STPT-HT-UNOC,VAV-3-02_ZN-T,VAV-3-02_ZN-CO2,
VAV-3-03,SERVER ROOM,AHU-3W,VAV-3-03_AirSourceSA-T,VAV-3-03_DA-T,VAV-3-03_DMPR-POS,VAV-3-03_FAN,VAV-3-03_FAN-STAT,VAV-3-03_FLOW,VAV-3-03_FLOW-STPT,VAV-3-03_HWV-SIG,VAV-3-03_OCC-STAT,VAV-3-03_RunHours,VAV-3-03_ZN-STPT-CL-EFF,VAV-3-03_ZN-STPT-CL-OCC,VAV-3-03_ZN-STPT-CL-UNOC,VAV-3-03_ZN-STPT-HT-EFF,VAV-3-03_ZN-STPT-HT-OCC,VAV-3-03_ZN-STPT-HT-UNOC,VAV-3-03_ZN-T,VAV-3-03_ZN-CO2,
VAV-3-04,SERVER ROOM,AHU-3W,VAV-3-04_AirSourceSA-T,VAV-3-04_DA-T,VAV-3-04_DMPR-POS,VAV-3-04_FAN,VAV-3-04_FAN-STAT,VAV-3-04_FLOW,VAV-3-04_FLOW-STPT,VAV-3-04_HWV-SIG,VAV-3-04_OCC-STAT,VAV-3-04_RunHours,VAV-3-04_ZN-STPT-CL-EFF,VAV-3-04_ZN-STPT-CL-OCC,VAV-3-04_ZN-STPT-CL-UNOC,VAV-3-04_ZN-STPT-HT-EFF,VAV-3-04_ZN-STPT-HT-OCC,VAV-3-04_ZN-STPT-HT-UNOC,VAV-3-04_ZN-T,VAV-3-04_ZN-CO2,
VAV-3-05,SERVER ROOM,AHU-3W,VAV-3-05_AirSourceSA-T,VAV-3-05_DA-T,VAV-3-05_DMPR-POS,VAV-3-05_FAN,VAV-3-05_FAN-STAT,VAV-3-05_FLOW,VAV-3-05_FLOW-STPT,VAV-3-05_HWV-SIG,VAV-3-05_OCC-STAT,VAV-3-05_RunHours,VAV-3-05_ZN-STPT-CL-EFF,VAV-3-05_ZN-STPT-CL-OCC,VAV-3-05_ZN-STPT-CL-UNOC,VAV-3-05_ZN-STPT-HT-EFF,VAV-3-05_ZN-STPT-HT-OCC,VAV-3-05_ZN-STPT-HT-UNOC,VAV-3-05_ZN-T,VAV-3-05_ZN-CO2,
VAV-3-06,SERVER ROOM,AHU-3W,VAV-3-06_AirSourceSA-T,VAV-3-06_DA-T,VAV-3-06_DMPR-POS,VAV-3-06_FAN,VAV-3-06_FAN-STAT,VAV-3-06_FLOW,VAV-3-06_FLOW-STPT,VAV-3-06_HWV-SIG,VAV-3-06_OCC-STAT,VAV-3-06_RunHours,VAV-3-06_ZN-STPT-CL-EFF,VAV-3-06_ZN-STPT-CL-OCC,VAV-3-06_ZN-STPT-CL-UNOC,VAV-3-06_ZN-STPT-HT-EFF,VAV-3-06_ZN-STPT-HT-OCC,VAV-3-06_ZN-STPT-HT-UNOC,VAV-3-06_ZN-T,VAV-3-06_ZN-CO2,
VAV-3-07,SERVER ROOM,AHU-3W,VAV-3-07_AirSourceSA-T,VAV-3-07_DA-T,VAV-3-07_DMPR-POS,VAV-3-07_FAN,VAV-3-07_FAN-STAT,VAV-3-07_FLOW,VAV-3-07_FLOW-STPT,VAV-3-07_HWV-SIG,VAV-3-07_OCC-STAT,VAV-3-07_RunHours,VAV-3-07_ZN-STPT-CL-EFF,VAV-3-07_ZN-STPT-CL-OCC,VAV-3-07_ZN-STPT-CL-UNOC,VAV-3-07_ZN-STPT-HT-EFF,VAV-3-07_ZN-STPT-HT-OCC,VAV-3-07_ZN-STPT-HT-UNOC,VAV-3-07_ZN-T,VAV-3-07_ZN-CO2,
VAV-3-08,SERVER ROOM,AHU-3W,VAV-3-08_AirSourceSA-T,VAV-3-08_DA-T,VAV-3-08_DMPR-POS,VAV-3-08_FAN,VAV-3-08_FAN-STAT,VAV-3-08_FLOW,VAV-3-08_FLOW-STPT,VAV-3-08_HWV-SIG,VAV-3-08_OCC-STAT,VAV-3-08_RunHours,VAV-3-08_ZN-STPT-CL-EFF,VAV-3-08_ZN-STPT-CL-OCC,VAV-3-08_ZN-STPT-CL-UNOC,VAV-3-08_ZN-STPT-HT-EFF,VAV-3-08_ZN-STPT-HT-OCC,VAV-3-08_ZN-STPT-HT-UNOC,VAV-3-08_ZN-T,VAV-3-08_ZN-CO2,
VAV-3-09,SERVER ROOM,AHU-3E,VAV-3-09_AirSourceSA-T,VAV-3-09_DA-T,VAV-3-09_DMPR-POS,VAV-3-09_FAN,VAV-3-09_FAN-STAT,VAV-3-09_FLOW,VAV-3-09_FLOW-STPT,VAV-3-09_HWV-SIG,VAV-3-09_OCC-STAT,VAV-3-09_RunHours,VAV-3-09_ZN-STPT-CL-EFF,VAV-3-09_ZN-STPT-CL-OCC,VAV-3-09_ZN-STPT-CL-UNOC,VAV-3-09_ZN-STPT-HT-EFF,VAV-3-09_ZN-STPT-HT-OCC,VAV-3-09_ZN-STPT-HT-UNOC,VAV-3-09_ZN-T,VAV-3-09_ZN-CO2,
VAV-3-10,SERVER ROOM,AHU-3E,VAV-3-10_AirSourceSA-T,VAV-3-10_DA-T,VAV-3-10_DMPR-POS,VAV-3-10_FAN,VAV-3-10_FAN-STAT,VAV-3-10_FLOW,VAV-3-10_FLOW-STPT,VAV-3-10_HWV-SIG,VAV-3-10_OCC-STAT,VAV-3-10_RunHours,VAV-3-10_ZN-STPT-CL-EFF,VAV-3-10_ZN-STPT-CL-OCC,VAV-3-10_ZN-STPT-CL-UNOC,VAV-3-10_ZN-STPT-HT-EFF,VAV-3-10_ZN-STPT-HT-OCC,VAV-3-10_ZN-STPT-HT-UNOC,VAV-3-10_ZN-T,VAV-3-10_ZN-CO2,
